Sample	posterior	ESS(posterior)	likelihood	prior
0	-8213.362201062326	N	-8202.951814026344	-10.410387035981923
1000	-7233.796909969896	2.0	-7230.348849078262	-3.4480608916337507
2000	-7237.239306367487	3.0	-7233.663252454135	-3.5760539133521325
3000	-7235.952271492874	4.0	-7231.510255786182	-4.442015706692311
4000	-7238.214998884687	5.0	-7231.714456435995	-6.5005424486921095
5000	-7233.392806180192	6.0	-7229.9983265481505	-3.394479632040958
6000	-7235.353531892708	7.0	-7231.998492581354	-3.3550393113540817
7000	-7234.619798709449	8.0	-7231.096966999833	-3.522831709615849
8000	-7239.270651748805	9.0	-7235.374620942472	-3.8960308063333615
9000	-7234.705399716414	9.0	-7230.0511204339955	-4.654279282418409
10000	-7239.127619851669	10.0	-7235.899683258103	-3.2279365935655937
11000	-7234.422168025861	11.0	-7230.480700382492	-3.9414676433686644
12000	-7233.905450722847	12.0	-7230.144939553836	-3.7605111690107575
13000	-7234.668773507621	13.0	-7231.569427701298	-3.0993458063232255
14000	-7233.131620148661	11.8	-7229.678473023609	-3.453147125052275
15000	-7235.501177004001	12.7	-7231.979072492011	-3.522104511989293
16000	-7234.909927857568	12.8	-7231.61919117618	-3.290736681387517
17000	-7233.6182829764875	13.3	-7229.8758244276205	-3.7424585488669013
18000	-7241.309650631084	18.0	-7237.629748796816	-3.679901834268433
19000	-7236.64365290012	18.0	-7231.20892152348	-5.4347313766405065
20000	-7234.737073850469	19.0	-7231.391696526053	-3.345377324415912
21000	-7235.175209259282	20.0	-7231.465486427657	-3.7097228316254878
22000	-7233.541591490556	21.0	-7230.109052813234	-3.432538677322672
23000	-7236.332162059522	22.0	-7232.931563004739	-3.4005990547830462
24000	-7236.204854593935	23.0	-7232.7905960884555	-3.4142585054794683
25000	-7234.3182195365725	24.0	-7230.767018299899	-3.551201236673578
26000	-7234.273375939137	25.0	-7229.777729264064	-4.495646675073066
27000	-7234.435413601881	26.0	-7231.138152368016	-3.2972612338649943
28000	-7236.340098975037	27.0	-7233.194143591227	-3.145955383810331
29000	-7235.9128927770735	27.0	-7232.400511430348	-3.512381346725144
30000	-7235.920534345518	28.0	-7232.642215945158	-3.2783184003600265
31000	-7235.044011118683	29.0	-7230.950039632102	-4.093971486580639
32000	-7234.793472812332	30.0	-7231.327387441849	-3.466085370483108
33000	-7234.5769546204465	31.0	-7231.320078383774	-3.256876236672867
34000	-7234.153966049112	32.0	-7230.2124275387405	-3.9415385103710276
35000	-7234.615175891492	33.0	-7230.714080479199	-3.9010954122928547
36000	-7236.053934867301	34.0	-7232.5936084868745	-3.460326380426576
37000	-7236.178581925212	35.0	-7232.563033831085	-3.61554809412723
38000	-7234.777855489975	36.0	-7231.579619942247	-3.198235547728445
39000	-7235.935014693765	36.0	-7233.040282190074	-2.8947325036904354
40000	-7232.8771551298405	37.0	-7229.614529991205	-3.262625138635841
41000	-7237.121562723101	38.0	-7232.94359216435	-4.177970558751017
42000	-7235.296620059954	39.0	-7231.939610655549	-3.357009404405238
43000	-7236.2004524281865	40.0	-7232.6361786650195	-3.5642737631666703
44000	-7234.976860915048	41.0	-7231.168582680747	-3.808278234301056
45000	-7235.526459399389	42.0	-7232.29512290425	-3.231336495138989
