Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6848.334944729518	5.0	-6841.681813353746	-6.653131375770979	
1	-6848.334944729518	5.0	-6841.681813353746	-6.653131375770979	
2	-6848.334944729518	5.0	-6841.681813353746	-6.653131375770979	
3	-6848.334944729518	5.0	-6841.681813353746	-6.653131375770979	
4	-6846.863946476156	5.2	-6840.4430790187325	-6.420867457424029	
5	-6844.490753895324	5.5	-6838.90824069941	-5.5825131959139025	
