#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment" name="distribution" x="@BDBirthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment" name="distribution" x="@BDDeathRate.t:alignment">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment" name="distribution">
#            <parameter id="ucldStdev.c:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:alignment" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment">
#                <LogNormal S="@ucldStdev.c:alignment" id="LogNormalDistributionModel.c:alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
0	-8593.277864485735	-8585.751616703703	-7.52624778203285	-8585.751616703703	3.014449149014416	0.1	1.000589076717171	0.008035235988096202	0.08765623965772344	-8.345611927153652	1.0	0.5
1000	-6798.6178797880075	-6795.391301098029	-3.226578689978746	-6795.391301098029	1.0513653794550117	0.1098385988142578	0.9533782414076082	0.0069437684512120125	0.08423770600921515	-3.9769758234122525	2.194778381388894	0.14937996180559499
2000	-6802.730438034228	-6799.579369400508	-3.1510686337204192	-6799.579369400508	0.9840855861290893	0.061396414024563806	0.9888207367641006	0.0034284180380981777	0.05837880286795715	-4.296107503425697	2.7371552174772247	0.25621258581466483
3000	-6796.555460656029	-6793.466323786879	-3.0891368691502668	-6793.466323786879	1.1336159112595587	0.12190283492209172	0.982954724446376	0.0185635773063544	0.1387709264350666	-3.7599646258248365	1.8244753787261863	0.25986623499993294
4000	-6795.81459082265	-6793.6892021178555	-2.125388704794568	-6793.6892021178555	1.0820912243094802	0.06377723826907916	0.988836566319261	0.003958057162275464	0.0634116643318278	-3.2466775326355206	1.1630852173977388	0.25128492499563315
5000	-6796.860351196156	-6793.468756448795	-3.3915947473618706	-6793.468756448795	1.053116917836039	0.08405419983118483	0.9538633343405097	0.003792579103400607	0.06260760640094679	-4.332688083737867	1.917844126157896	0.43948677759890975
6000	-6796.206587203229	-6793.800739212401	-2.405847990828444	-6793.800739212401	0.9267454894602795	0.1591676030480679	1.092325875257135	0.016814824061983244	0.1195316863624295	-2.8562943688228373	1.2884356115216995	0.3808676017813766
7000	-6801.341492954195	-6796.609860626385	-4.731632327809663	-6796.609860626385	1.4334395788828782	0.13482668017265376	0.9294441744980254	0.009037669157879138	0.09895998789750855	-5.322226590740307	0.7922586296843579	0.8056526319417919
8000	-6798.339019254111	-6794.949722016245	-3.389297237866583	-6794.949722016245	1.1828506439148767	0.08740925133008139	0.9925870676897476	0.009566154131260371	0.09816888481289562	-4.303585683110215	0.6767089109262484	0.797195244589544
9000	-6799.855867187049	-6795.990168945577	-3.8656982414716374	-6795.990168945577	1.2871087040479003	0.17497169860723055	1.0320264122974465	0.04247769141319703	0.20428340902616407	-4.231177358975343	1.484128377389301	0.3947919390752755
10000	-6796.525516973196	-6793.926050889666	-2.5994660835308108	-6793.926050889666	0.8588520344342501	0.1455127860835227	1.1296629857294627	0.016164120415278475	0.11900212581806709	-3.1269624386641377	0.7773951467058777	0.22852740105090943
11000	-6796.607516131165	-6794.740451305391	-1.8670648257737938	-6794.740451305391	0.8422768755627571	0.1294794237053785	1.116286340328648	0.01334546980204964	0.10847038294683715	-2.490292332319537	1.6475635002094575	0.4018582005476015
12000	-6795.94958876938	-6793.054866952512	-2.894721816867353	-6793.054866952512	0.9695711322437612	0.11861632853053632	1.043099060240606	0.01952877737873533	0.1362451297396352	-3.5867380417144177	1.1439025516747592	0.6311145097938146
13000	-6795.021033070782	-6792.181395029147	-2.8396380416356295	-6792.181395029147	1.1659973308534433	0.10357933495075572	0.9343661097618953	0.00796296769854181	0.09799257975364685	-3.633438558391692	1.2170569867316767	0.276577356728115
14000	-6801.4460925308995	-6797.921020689327	-3.525071841573134	-6797.921020689327	0.9692336487309791	0.16654095156802076	0.9486456100452254	0.017467112149330836	0.13902984493863496	-3.935362691577298	0.6577007569036437	0.13274915812803348
