#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:alignment" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:alignment" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:alignment" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:alignment" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:alignment" name="distribution" x="@BDBirthRate.t:alignment">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:alignment" name="distribution" x="@BDDeathRate.t:alignment">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment" name="distribution">
#            <parameter id="kappa.s:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment" name="distribution">
#            <parameter id="ucldStdev.c:alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment" id="treeLikelihood.alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment">
#            <siteModel id="SiteModel.s:alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment" kappa="@kappa.s:alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment">
#                <LogNormal S="@ucldStdev.c:alignment" id="LogNormalDistributionModel.c:alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
2334000	-6529.7358408674745	-6527.3102840596775	-2.4255568077973018	-6527.3102840596775	1.035395909130893	1.0441649946337814	0.24435094171294813	0.24715047336321713	0.24428248298175892	0.2642161019420766	0.008625260024733326	1.0068978556272574	5.95424515988293E-5	0.0076899628290867	-3.1341451300410554	1.1432718938529467	0.03445899768952875
2335000	-6526.295843706684	-6523.862282499683	-2.433561207000384	-6523.862282499683	1.033674581921182	1.0470980498564624	0.24435094171294813	0.24715047336321713	0.24428248298175892	0.2642161019420766	0.002980685331263675	0.997482307258035	8.934417970507954E-6	0.002992188046307171	-3.6450341194843414	1.851297125945767	0.2971898895204345
2336000	-6525.095318019097	-6521.662604520929	-3.432713498168482	-6521.662604520929	1.0453748743634892	1.0470980498564624	0.2639934373814406	0.24715047336321713	0.24428248298175892	0.24457360627358415	0.04293480679699185	1.0128815489289544	0.0014814615747041717	0.03830643875242689	-3.3114364576709368	1.3257346080238384	0.32467840536148246
2337000	-6525.466764041371	-6522.709347928521	-2.757416112849689	-6522.709347928521	0.906262531219737	1.0470980498564624	0.26893514020288983	0.24715047336321713	0.23934078016030969	0.24457360627358415	0.03426381828675636	1.013640799964937	0.0011855533453888375	0.034393356722902356	-2.762706913333258	1.1259264113611374	0.3232028284319353
2338000	-6529.038054521024	-6524.589680415516	-4.448374105507218	-6524.589680415516	0.9802575366471262	1.0470980498564624	0.26893514020288983	0.24715047336321713	0.23934078016030969	0.24457360627358415	0.20259780135034897	1.0023445579687078	0.03271931349894033	0.18171690453079428	-3.1946926990331748	1.2712463643504057	0.4697514507579593
2339000	-6525.296910012721	-6521.320829404619	-3.976080608102462	-6521.320829404619	0.8654741893369465	1.0470980498564624	0.26893514020288983	0.24715047336321713	0.23934078016030969	0.24457360627358415	0.11292524937043723	1.0279690944859865	0.014542061059914322	0.1161983375603596	-3.226307827286239	0.8210098139786556	0.15800179795655228
2340000	-6524.711246745511	-6520.893587139662	-3.8176596058491215	-6520.893587139662	1.0366414802142083	1.0470980498564624	0.26893514020288983	0.24715047336321713	0.23934078016030969	0.24457360627358415	0.0959109504918827	0.9784596256526686	0.008587975649351228	0.09255223777649861	-3.1876245864025052	1.18130827729223	0.13083972287552587
2341000	-6527.323244973615	-6522.247954866949	-5.075290106666375	-6522.247954866949	1.3279205144025923	1.0470980498564624	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.1619704098434335	0.8682972404789738	0.014285727949340616	0.13106996438352028	-4.031032675724139	1.1248868196175443	0.006700171755426931
2342000	-6526.332466217719	-6522.405254446051	-3.927211771667773	-6522.405254446051	1.0101034037826035	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.04629839837068899	0.985851496617996	0.0022562904850864478	0.047652833614738564	-3.8080159550737895	2.119404866592649	0.2844868069757858
2343000	-6524.057726500324	-6522.120953336115	-1.9367731642088604	-6522.120953336115	0.9713827233003756	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.0025757307943546494	1.001045233519249	4.860874215942339E-6	0.002201988127701716	-3.2621482251513108	1.2516410649768916	0.557845922452866
2344000	-6524.524249766242	-6522.447377090723	-2.076872675518729	-6522.447377090723	1.007988846932291	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.007692245694793151	1.0021406874608803	4.084422847570013E-5	0.00637073471878104	-2.885136022589811	1.3171123311094257	0.09089490722430535
2345000	-6527.248247424592	-6523.51620054681	-3.7320468777814773	-6523.51620054681	0.9880040104745674	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.09938212838156082	0.9624405197158155	0.01466780197501644	0.12103082609887254	-3.122168614166641	1.6168855052042268	0.39079675621117355
2346000	-6526.83493444248	-6523.581984221456	-3.2529502210237338	-6523.581984221456	1.0124726901558492	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.044762975785904255	1.0074721893826228	0.0021962951675307007	0.04735368960053267	-3.153302339857645	1.0342034909626403	0.25232690573389244
2347000	-6529.673805115735	-6525.991558331003	-3.682246784732669	-6525.991558331003	0.971736130276877	0.9182709546441199	0.2660304984059757	0.24715047336321713	0.23934078016030969	0.2474782480704983	0.13401504456851746	0.9713502591118952	0.03254025363254904	0.18096768163135055	-2.844032413766469	1.645689839960934	2.5877684437420603E-4
2348000	-6525.202035280065	-6521.4619279556555	-3.740107324409187	-6521.4619279556555	1.0124829785423672	0.9182709546441199	0.26556741025372715	0.24715047336321713	0.23934078016030969	0.24794133622274683	0.06328092723164598	0.9810468715514709	0.004535971959036329	0.06743057637672131	-3.432578754625934	0.633595450806059	0.5049144960520231
2349000	-6527.511605592679	-6524.377234584563	-3.1343710081167795	-6524.377234584563	0.9523907596792851	0.9182709546441199	0.2591931443991349	0.2535247392178094	0.23934078016030969	0.24794133622274683	0.06184030155742992	1.0079573201691767	0.004009707261576535	0.062594972317191	-2.841217108647071	1.806326580339527	0.12035507928920934
2350000	-6526.82625275051	-6521.686875073866	-5.139377676644131	-6521.686875073866	1.0647838711049304	0.9307146233229826	0.2591931443991349	0.2535247392178094	0.23934078016030969	0.24794133622274683	0.03251400917183743	0.9909689557105239	0.0012640321421840761	0.03584106651980233	-5.21482902944545	2.5273053175429383	0.391603611992263
2351000	-6526.054121953995	-6523.151129786373	-2.902992167621533	-6523.151129786373	1.0997488259825787	0.9307146233229826	0.2591931443991349	0.2405274806662198	0.25233803871189925	0.24794133622274683	0.014414059374520732	0.9926872260839122	1.3623542066657768E-4	0.011735455859852207	-3.4003581888778482	1.0250546910513099	0.08375089976325636
2352000	-6532.552090902861	-6530.211724635126	-2.3403662677344776	-6530.211724635126	0.9630527300908198	1.04374220501491	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.013626496348385236	0.9980626405916659	1.5433061244406011E-4	0.012430131174183052	-2.8254652548044312	1.0756191523248355	0.22065318776723905
2353000	-6526.7278228699515	-6523.048050546944	-3.6797723230078163	-6523.048050546944	1.0633518303015421	0.9902591668358613	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.005375606857548757	1.0034722969698653	1.759385802265424E-5	0.004185654494968771	-4.634207038739201	2.0030536835902764	0.48409874487102583
2354000	-6525.6574718840975	-6522.048717664149	-3.608754219948826	-6522.048717664149	0.9450116065155109	0.9902591668358613	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.006601423025363168	0.9980467721860703	4.940097698619229E-5	0.007032391300981271	-4.4654066554800185	2.832409515584971	0.22218902705160304
2355000	-6527.68138934603	-6524.303384101043	-3.378005244987193	-6524.303384101043	0.8466381943963004	0.9902591668358613	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.13542407333917886	1.094425338045012	0.0184829992660321	0.1310727297250051	-2.5064109420325593	1.1036197141456956	0.26681142646463113
2356000	-6523.518098349666	-6521.091310025701	-2.426788323964514	-6521.091310025701	0.997530732989245	0.9902591668358613	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.005345126859690134	0.9982654289842676	4.121560191393824E-5	0.006424060029026045	-3.3839207743713655	1.8343687903665662	0.2625643451962899
2357000	-6526.605809895717	-6522.934200370808	-3.6716095249091403	-6522.934200370808	0.9873362982510064	1.0190658188033301	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.015511746513592349	0.9865030295089705	2.616527276107732E-4	0.01632396617113614	-4.101198541521867	0.5534875500541792	0.26815557286837854
2358000	-6527.18511511765	-6524.318357525815	-2.8667575918347388	-6524.318357525815	1.0111622113312912	1.0190658188033301	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.020689434937713018	0.9989336727513907	2.053523457252877E-4	0.014421318266381322	-3.1501819130497606	1.147430498450493	0.5533441135961791
2359000	-6527.394641025834	-6523.146871320186	-4.247769705648006	-6523.146871320186	1.078482431038834	1.0190658188033301	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.05740979008602049	1.0128078634630688	0.004419569506181506	0.06661239706151788	-3.965161868474813	0.5249703162149459	0.46022931178669446
2360000	-6526.849119025592	-6523.9767345473565	-2.87238447823566	-6523.9767345473565	0.987553972432288	1.0190658188033301	0.2688149878303405	0.2405274806662198	0.24271619528069363	0.24794133622274683	0.021381499443772305	0.9929284357807009	3.9795825174808837E-4	0.0201106457992437	-3.138848163131672	1.2635942493154868	0.3681248398257206
2361000	-6529.723898153599	-6527.032230443966	-2.6916677096331076	-6527.032230443966	0.9515626481329235	1.0190658188033301	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.035762675474998666	0.9958190793163825	9.119760726442332E-4	0.030398422613644095	-2.6836545122427853	1.8577782896336956	0.05990733764925174
2362000	-6530.839278193547	-6525.211990497434	-5.6272876961127025	-6525.211990497434	1.086184205523217	1.0190658188033301	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.09506203220339857	1.010488343543748	0.009159625547060062	0.09281845655372936	-5.013901436185682	2.451020957077342	0.4000859356278662
2363000	-6528.73709026439	-6525.0532395681985	-3.683850696190974	-6525.0532395681985	0.849138630568882	1.0190658188033301	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.20039540991160304	1.1192451963950625	0.05585156374907336	0.22026853795255097	-2.451301207038211	1.7637211106235304	0.06691282028976128
2364000	-6528.694353490214	-6524.945914729296	-3.748438760917189	-6524.945914729296	1.0009874757288904	1.0190658188033301	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.019881497002667125	0.9990998933264552	4.1521975758635046E-4	0.020423244255703986	-4.052318083064391	0.6277574893537277	0.15998124865382043
2365000	-6527.110731202651	-6524.044379130814	-3.0663520718364463	-6524.044379130814	0.9728063331528307	1.0109687793922284	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.02545416675194511	1.0255864343874308	3.5662984462849645E-4	0.018598687169854047	-3.2448271016265267	0.8166191402948316	0.2894747297361389
2366000	-6527.756170766758	-6525.280021539014	-2.476149227743781	-6525.280021539014	0.9924009493501641	1.0109687793922284	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.006215729660473772	1.0009532349435053	4.1210047349160285E-5	0.006427308964485946	-3.3540700766246694	0.7869991691596746	0.3340927084637988
2367000	-6528.529599056896	-6525.240279725895	-3.289319331001254	-6525.240279725895	1.126319494282857	1.0109687793922284	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	6.116398813676259E-4	1.000577704027925	2.673053600832096E-7	5.167423199539679E-4	-5.249441462486668	2.474263319007521	0.35607347060517985
2368000	-6530.644101433112	-6526.01074777743	-4.633353655682099	-6526.01074777743	1.1034107805564275	1.0109687793922284	0.2688149878303405	0.25693183784269247	0.22631183810422092	0.24794133622274683	0.06356210327166285	1.0004266145774592	0.005560351048092362	0.07424254612644722	-4.29071404178811	1.5401429568122824	0.5661560573131169
2369000	-6528.204941699492	-6524.989842439774	-3.2150992597181416	-6524.989842439774	0.9356689032762088	1.0109687793922284	0.2366377618571659	0.25693183784269247	0.2584890640773956	0.24794133622274683	0.07797925585185163	1.0136235767430668	0.002429314999432812	0.049522866830779534	-2.7405910681566885	1.7967173622078276	0.00614849877597136
2370000	-6529.094475421009	-6525.766353572954	-3.3281218480539287	-6525.766353572954	0.9061479232588802	1.0109687793922284	0.2366377618571659	0.25693183784269247	0.2584890640773956	0.24794133622274683	0.027118296131995883	1.013861032744253	6.249700533580303E-4	0.024778466768341535	-3.473082622364287	0.32500437405400767	0.7174888543408868
2371000	-6527.582111099082	-6524.82266166237	-2.759449436712461	-6524.82266166237	1.0306194154292294	1.0109687793922284	0.2366377618571659	0.25578397443281614	0.2596369274872719	0.24794133622274683	0.0064098389033916256	1.0015010779780624	3.525589098718733E-5	0.0059440976996590605	-3.6227042447769895	1.249500539498793	0.6163525270770777
2372000	-6528.050067802016	-6526.710379684225	-1.3396881177916562	-6526.710379684225	0.9278809318384871	1.0109687793922284	0.2366377618571659	0.25578397443281614	0.2596369274872719	0.24794133622274683	8.620705957013512E-4	1.0004303111374726	5.876732323184826E-7	7.662940215735887E-4	-3.1411482194757854	0.782722237851349	0.6359595956514676
2373000	-6527.629880766856	-6524.415670041262	-3.214210725594404	-6524.415670041262	1.0023846116092618	1.0635749439550508	0.2366377618571659	0.25578397443281614	0.2596369274872719	0.24794133622274683	0.025568987735307556	0.9952597093063851	5.528130969867378E-4	0.023444064871484666	-3.370873729482883	0.9265750669098688	0.09617068105540608
2374000	-6539.895387732611	-6532.618051631889	-7.277336100721959	-6532.618051631889	0.905884033877287	0.7639669864542209	0.23565377823943545	0.25578397443281614	0.26062091110500235	0.24794133622274683	0.3332973057467107	1.0133817217072785	0.07908603385301198	0.2694863301511562	-5.543200795237675	3.7580320798865023	0.19295283857153303
2375000	-6537.378876356408	-6530.620609574231	-6.758266782177174	-6530.620609574231	1.0571247706843205	0.7639669864542209	0.23565377823943545	0.25578397443281614	0.26062091110500235	0.24794133622274683	0.22929338663411178	0.9234744720669081	0.023736485342798742	0.1751324983171164	-5.4686689241483	2.5502123780650012	0.2960820271919624
2376000	-6535.1991874880605	-6531.35230009378	-3.846887394280402	-6531.35230009378	1.0739053819663307	0.7639669864542209	0.23565377823943545	0.25578397443281614	0.26062091110500235	0.24794133622274683	0.10705287827338178	0.9248586357255655	0.003437619347438067	0.062227728128606934	-3.228051875914021	0.8516319220267744	0.5843877968125655
2377000	-6531.508182523072	-6527.465793138288	-4.042389384784061	-6527.465793138288	0.894419148687042	0.8460174336727848	0.23565377823943545	0.25578397443281614	0.26062091110500235	0.24794133622274683	0.006927826046308125	1.0020437953780024	3.4082770771581824E-5	0.005836339935901786	-4.923724629440979	2.2883277221485634	0.5843877968125655
2378000	-6529.139678131614	-6526.037457718029	-3.1022204135853015	-6526.037457718029	1.024174503109524	0.8460174336727848	0.27184418800786825	0.25578397443281614	0.22443050133656953	0.24794133622274683	0.006330774538022337	1.0028598313733639	1.961160858132653E-5	0.004412981412999897	-4.0266118768143295	1.764928801044118	0.45826395471140585
2379000	-6527.574897032737	-6523.154764978029	-4.42013205470823	-6523.154764978029	1.078345515432309	0.8460174336727848	0.2660050612760914	0.25578397443281614	0.23026962806834636	0.24794133622274683	0.06594147918287858	0.9751153743503547	0.003604698355586569	0.06179617106329654	-4.109557616349387	2.334176118640124	0.11487383771775271
2380000	-6525.691375963647	-6524.10071617543	-1.5906597882174425	-6524.10071617543	1.0419456323083072	0.8460174336727848	0.2660050612760914	0.25578397443281614	0.23026962806834636	0.24794133622274683	0.0011835409299757688	0.9995399949785251	2.2486458919756952E-6	0.0014996636579546572	-3.300579431432961	0.9278550798595272	0.15760987540694255
2381000	-6527.652263794625	-6523.200264914022	-4.451998880602129	-6523.200264914022	0.8994803547670094	0.8460174336727848	0.2660050612760914	0.25578397443281614	0.23026962806834636	0.24794133622274683	0.09929737611225674	0.9910613552780562	0.0051763973486464495	0.07498550707087898	-3.8656170558369256	0.6290521722304073	0.22529415672127392
2382000	-6528.707412455376	-6523.727487964158	-4.979924491217053	-6523.727487964158	0.9692651709234736	0.8460174336727848	0.2660050612760914	0.25578397443281614	0.23026962806834636	0.24794133622274683	0.16790848282991255	1.034870161385457	0.009819134870582585	0.0987172402674169	-3.972037316804219	2.342794492137422	0.21825651137495042
2383000	-6527.690446416107	-6523.386400593632	-4.304045822474744	-6523.386400593632	0.8831373279510722	0.8460174336727848	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.0602116216166064	1.0269518178113097	0.0024561761065124846	0.04846249295758535	-4.0503263512920595	2.2053925269782337	0.4728060394084351
2384000	-6524.1587679751565	-6521.346250318276	-2.8125176568803676	-6521.346250318276	0.9579603556451416	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.014508340834549107	1.0025804892569579	2.3116470885255617E-4	0.015272042418889763	-3.2781845825118054	0.8065610577819856	0.3181752852489562
2385000	-6528.398902309801	-6524.757760472928	-3.6411418368738606	-6524.757760472928	1.0675460007404194	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.052116793520306376	1.0088331758638438	0.0015037979497791256	0.03841651708367824	-3.419588813883895	1.516627034196195	0.259649819953246
2386000	-6525.632290971111	-6522.507618771755	-3.1246721993556554	-6522.507618771755	0.9673372231105695	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.028984504138729043	1.015203587414898	8.259901447732921E-4	0.028452996663057006	-3.2338193603015903	1.8528561683289322	0.21964555693904453
2387000	-6526.502056434467	-6521.238083133087	-5.2639733013805685	-6521.238083133087	1.0305017610737524	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.05655986532529964	0.9677756712060755	0.00145304895671314	0.0392890531212539	-4.993119720656431	3.020361660042868	0.044335842089094926
2388000	-6526.63181229977	-6523.400502543007	-3.2313097567627462	-6523.400502543007	0.9656900977361195	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.06262688106852958	1.0174707302521497	0.0026803529356624074	0.05068672363142592	-2.897657339624486	1.987663882493901	0.10734354310909817
2389000	-6527.744584030203	-6522.489733016382	-5.25485101382111	-6522.489733016382	0.9590638044561506	1.0117567156410066	0.26067768739096175	0.25578397443281614	0.23559700195347602	0.24794133622274683	0.027945678754992258	1.0071226262138016	7.425255266222762E-4	0.027333929047865833	-5.383522356774705	1.418880289018208	0.8092155699925945
2390000	-6525.33758915768	-6522.588101039166	-2.749488118514154	-6522.588101039166	1.0948041969034041	1.0117567156410066	0.26067768739096175	0.2557026779608729	0.23559700195347602	0.24802263269469008	0.0032666285103347113	0.9989950067928997	6.065166774669546E-6	0.002465444683238111	-3.931031739277271	0.2900205849507363	0.736804404441437
2391000	-6525.269356848696	-6522.318697558599	-2.9506592900972444	-6522.318697558599	0.9768453381055253	1.0117567156410066	0.26067768739096175	0.2557026779608729	0.23559700195347602	0.24802263269469008	0.021377043891538258	1.0229113829439123	2.853239797227101E-4	0.01659846311096775	-3.219892370061772	1.2064855607885647	0.587447092893222
2392000	-6526.080542640022	-6522.5272551652515	-3.553287474770152	-6522.5272551652515	1.0993845377861162	0.8715200623046122	0.26067768739096175	0.2594218566041195	0.23559700195347602	0.24430345405144355	0.03386394462959277	0.9983741967697287	6.886243881812034E-4	0.026273764956195527	-3.6257303774836327	1.6071852822740336	0.3293413986143256
2393000	-6531.0547679989595	-6526.707041216561	-4.347726782397893	-6526.707041216561	1.063041049877638	0.8715200623046122	0.26067768739096175	0.2594218566041195	0.23559700195347602	0.24430345405144355	0.20272881281002844	0.9856873482025346	0.02136981743318226	0.15507230259542296	-3.1541050702866533	1.6565531891195266	0.015613920307465464
2394000	-6531.007695988076	-6528.1040689738165	-2.9036270142600373	-6528.1040689738165	0.9829916580067043	0.8715200623046122	0.26067768739096175	0.2594218566041195	0.23559700195347602	0.24430345405144355	0.027916151997618266	0.998084457123577	5.861348033439626E-4	0.024264850891285005	-3.08056828414235	0.6066355356601154	0.6445610483279386
2395000	-6529.471573203751	-6525.516624555671	-3.9549486480800624	-6525.516624555671	1.0975961381763275	0.8715200623046122	0.2614601577901464	0.2594218566041195	0.23481453155429138	0.24430345405144355	0.08726492070458916	0.975178109081841	0.008595485103091022	0.09443704916443162	-3.451748238925726	1.275688948705291	0.07638422908782022
2396000	-6527.285412680228	-6523.61666976666	-3.6687429135672533	-6523.61666976666	0.9281393133896547	0.8715200623046122	0.2614601577901464	0.2594218566041195	0.23884333239905672	0.2402746532066782	0.10790891334847198	1.0052796599508351	0.007008968763540798	0.08224833756227079	-3.0137256497823195	1.966189565520557	0.1283047257833629
2397000	-6526.093929759598	-6521.61734012749	-4.476589632108005	-6521.61734012749	1.0893367006607708	0.8715200623046122	0.2614601577901464	0.2594218566041195	0.23884333239905672	0.2402746532066782	0.15434837310575752	0.9977408590565969	0.02672066097604324	0.16317985466046822	-3.5351827215435367	0.4293621242152993	0.8830367121911438
2398000	-6526.97328521109	-6524.770250014275	-2.2030351968149637	-6524.770250014275	0.9288888284661122	0.8715200623046122	0.2594502331192351	0.23790212514701295	0.2623729885270746	0.2402746532066782	0.012179788992222891	0.9990915935427559	2.1147690080146835E-4	0.014541181997011234	-2.8030503456784674	0.8948605186962241	0.5627807778892365
2399000	-6532.414347429022	-6527.736938018269	-4.677409410753374	-6527.736938018269	1.0386843775005503	0.8715200623046122	0.2594502331192351	0.23790212514701295	0.2623729885270746	0.2402746532066782	0.08985730707735926	0.9464193182308359	0.0033792493023943513	0.06218669357943555	-4.153942949296733	1.4244399149421865	0.6294072612792423
2400000	-6528.874417709516	-6525.709392652143	-3.1650250573731262	-6525.709392652143	0.8792863794481667	0.9823261561589811	0.2594502331192351	0.24165037752694274	0.25862473614714476	0.2402746532066782	0.08879504955449044	1.0002209102562496	0.006952717977526527	0.08303673260301206	-2.612678465198561	1.5177659994094574	0.25049869138920017
2401000	-6527.466465116441	-6523.944735972394	-3.5217291440478746	-6523.944735972394	0.9253031122234786	0.9823261561589811	0.2594502331192351	0.24165037752694274	0.25862473614714476	0.2402746532066782	0.07808300532888131	1.002381792450992	0.005121237232091886	0.07161610257621498	-3.0566202140935625	0.9029882035744257	0.6446091942233811
2402000	-6526.25748424963	-6524.056066734582	-2.2014175150481217	-6524.056066734582	0.9643179458665574	0.9823261561589811	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	0.010434324509715747	1.005871920623734	3.8537491334299513E-5	0.006187860457930969	-2.840079760378776	1.4590997287043008	0.15379788823861815
2403000	-6529.591443079447	-6527.464715665207	-2.126727414239844	-6527.464715665207	0.9594170965438678	0.9823261561589811	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	6.519105985454477E-4	0.9994450390848079	5.159282079209799E-7	7.185726078061838E-4	-4.067670337191965	2.3908362649451353	0.1971503724588882
2404000	-6529.236583591932	-6526.404143834342	-2.8324397575893894	-6526.404143834342	1.0241683818741067	0.9823261561589811	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	0.029457511227172613	0.9873580001708451	7.461085957131149E-4	0.027889074921226234	-2.9434647694607836	1.1093400325571439	0.4169017320055418
2405000	-6526.999717886667	-6522.688989212782	-4.310728673885474	-6522.688989212782	1.0047099861823254	0.9823261561589811	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	0.14679720780307556	1.0043350273896383	0.017698512381068184	0.1279858042738122	-3.375051374145569	1.97970654667834	3.145341404194677E-4
2406000	-6526.792985345451	-6523.525579843188	-3.2674055022625765	-6523.525579843188	1.0451441891552817	0.9823261561589811	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	0.047532819954767554	0.9696363019547921	0.0013301975699507758	0.03714523242157174	-3.1108122874652944	1.2033020013199398	0.22757033106898011
2407000	-6525.439048140652	-6522.188120418019	-3.2509277226323205	-6522.188120418019	0.9905348999721832	0.896815924543451	0.2524532813520295	0.24864732929414834	0.25862473614714476	0.2402746532066782	0.01360167006828529	1.0074790918628993	1.8031724008931026E-4	0.013384454818694871	-3.788340735655531	1.8270683830228853	0.4110818969912846
