Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6046.556856167099	4.2	-6041.322559481998	-5.234296685101146	
1	-6046.556856167099	4.2	-6041.322559481998	-5.234296685101146	
2	-6046.556856167099	4.2	-6041.322559481998	-5.234296685101146	
3	-6045.226608368938	4.3	-6039.876985568903	-5.349622800035059	
4	-6044.836751579108	4.4	-6039.725105738035	-5.111645841072564	
5	-6044.836751579108	4.4	-6039.725105738035	-5.111645841072564	
