"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-6238.4910386394,6.06386528335294,8.68647737831885e-14,10.4930179523829
"2","GTR","relaxed_log_normal","yule",-6233.71121639044,5.87977312234885,1.03441335793119e-11,8.12412228232765
"3","GTR","strict","birth_death",-6236.48043950047,5.91301196227366,6.48687910821587e-13,5.66774404576229
"4","GTR","strict","yule",-6231.31347719267,6.54841308329122,0.000000000113767711688037,6.0973329897246
"5","HKY","relaxed_log_normal","birth_death",-6226.79896055243,5.73783882254827,0.0000000103907928808236,10.0759161640016
"6","HKY","relaxed_log_normal","yule",-6219.23774998814,4.81082200961073,0.0000199728809201223,4.52236767433688
"7","HKY","strict","birth_death",-6220.50409479779,4.78237408837001,0.00000562955607860337,5.45075759882073
"8","HKY","strict","yule",-6228.42598378992,6.07827083087756,0.00000000204193293545231,6.04159333503083
"9","JC69","relaxed_log_normal","birth_death",-6226.00907050731,5.33777800848532,0.0000000228925186169199,4.37667856212253
"10","JC69","relaxed_log_normal","yule",-6220.21129453079,4.95992333243972,0.00000754459080461002,5.97337181978347
"11","JC69","strict","birth_death",-6212.54615093257,3.78160497422108,0.0160903413531127,3.84054056955852
"12","TN93","relaxed_log_normal","birth_death",-6208.43313490072,3.23875607530031,0.983615636921383,7.59224089078339
"13","TN93","relaxed_log_normal","yule",-6216.68583713541,4.58289718230961,0.000256284524761969,9.88069775188401
"14","TN93","strict","birth_death",-6221.1334389304,4.93246078762333,0.0000030002225137386,5.29386396787245
"15","TN93","strict","yule",-6221.79097122257,5.16737755313186,0.00000155450033340343,5.68878472169882
